Name,Height:,Weight:,Reach:,Age,SLpM:,Str. Acc.:,SApM:,Str. Def:,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Win Percentage,Total Fights
mark cherico,5.58,145,69,33,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0,0.92,12
macy chiasson,5.92,135,72,28,3.76,0.55,2.01,0.44,0.0,0.0,0.66,1.0,0.86,7
michael chiesa,6.08,170,75,31,2.28,0.41,2.09,0.51,3.55,0.48,0.66,1.2,0.8,20
giga chikadze,6.0,145,74,31,3.33,0.52,2.85,0.52,0.51,0.33,0.56,0.0,0.8,10
dooho choi,5.83,145,70,28,5.64,0.53,6.26,0.54,0.55,0.2,0.5,0.0,0.82,17
seungwoo choi,6.0,145,74,26,1.73,0.31,3.08,0.37,1.06,0.5,0.65,0.0,0.7,10
john cholish,5.92,155,72,35,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,0.73,11
ryo chonan,5.75,170,70,43,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,0.62,32
katlyn chookagian,5.75,125,68,30,4.28,0.32,4.68,0.62,0.0,0.0,0.56,0.1,0.86,14
will chope,6.33,145,76,29,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0,0.76,25
joachim christensen,6.25,205,76,40,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,0.7,20
anthony christodoulou,5.75,155,72,32,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,0.67,18
hannah cifers,5.08,115,62,27,4.81,0.45,5.08,0.53,0.41,1.0,0.69,0.4,0.77,13
misha cirkunov,6.25,205,77,32,4.18,0.52,2.89,0.62,4.42,0.57,0.71,2.4,0.75,20
heather jo clark,5.5,115,64,39,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,0.54,13
devin clark,6.0,205,75,29,3.21,0.54,2.82,0.44,3.03,0.39,0.8,0.2,0.71,14
jessica-rose clark,5.42,125,64,31,4.6,0.5,4.13,0.61,1.33,0.66,0.57,0.7,0.64,14
mitch clarke,5.83,155,73,33,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,0.69,16
rich clementi,5.75,155,72,43,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0.66,61
chris clements,5.83,170,70,43,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,0.67,18
josh clopton,5.5,145,68,38,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0,0.67,9
marloes coenen,5.75,145,67,38,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,0.81,26
john cofer,5.75,155,73,35,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,0.64,11
felipe colares,5.67,135,69,25,1.47,0.47,2.0,0.38,2.5,0.31,0.42,0.0,0.9,10
mark coleman,6.08,205,75,54,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,0.62,26
clay collard,5.92,145,73,26,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,0.67,21
jamie colleen,5.25,115,65,33,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,0.8,5
jake collier,6.25,205,78,30,4.15,0.39,3.69,0.52,0.72,0.23,0.67,0.5,0.73,15
christian colombo,6.42,265,80,39,2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,0.67,12
carlos condit,6.17,170,75,35,3.56,0.39,2.34,0.57,0.58,0.55,0.36,1.2,0.7,43
tristan connelly,5.83,170,68,33,4.27,0.51,2.13,0.57,0.0,0.0,0.6,1.0,0.7,20
amanda cooper,5.25,115,64,28,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,0.44,9
chris cope,6.0,170,72,36,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,0.56,9
josh copeland,6.08,265,75,37,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0,0.82,11
michael cora,6.08,170,77,30,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0,0.8,5
akira corassani,5.67,145,68,37,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,0.67,21
daniel cormier,5.92,235,72,40,4.25,0.52,2.75,0.56,1.95,0.44,0.77,0.5,0.92,24
bethe correia,5.42,135,64,36,4.47,0.44,4.28,0.6,0.37,0.2,0.84,0.0,0.69,16
randy costa,5.75,135,73,25,8.05,0.46,5.56,0.57,0.0,0.0,1.0,0.0,0.83,6
patrick cote,5.92,170,71,39,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0.69,35
jc cottrell,5.75,155,71,29,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0,0.77,22
jr coughran,5.5,145,71,25,12.29,0.57,6.8,0.45,0.0,0.0,0.75,0.0,0.86,7
rashad coulter,5.92,205,76,37,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,0.69,13
randy couture,6.08,205,75,56,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,0.63,30
ryan couture,5.83,155,75,37,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,0.7,10
colby covington,5.92,170,72,31,3.9,0.37,2.35,0.56,5.69,0.51,0.78,0.2,0.94,16
nathan coy,5.83,170,69,41,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,0.68,22
andrew craig,6.08,170,76,33,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,0.69,13
paul craig,6.25,205,76,31,2.09,0.48,2.68,0.46,1.79,0.21,0.5,1.6,0.75,16
tim credeur,6.25,185,75,42,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,0.75,16
allen crowder,6.25,245,76,29,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,0.71,14
daron cruickshank,5.67,155,72,34,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.67,24
jimmy crute,6.17,205,74,23,4.56,0.57,2.41,0.53,0.58,1.0,0.6,2.3,0.91,11
dominick cruz,5.67,135,68,34,3.53,0.31,2.15,0.74,3.17,0.5,0.83,0.1,0.92,24
aalon cruz,6.0,145,78,30,9.04,0.4,6.3,0.68,0.0,0.0,0.0,0.0,0.78,9
zak cummings,6.0,185,75,35,2.47,0.32,2.75,0.53,0.75,0.28,0.62,0.8,0.77,30
patrick cummins,6.17,205,76,38,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0.59,17
luke cummo,6.0,170,74,39,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,0.5,12
alton cunningham,6.17,205,77,26,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0,0.88,8
jeff curran,5.5,135,69,42,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,0.69,51
kailin curran,5.33,115,65,28,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,0.4,10
ion cutelaba,6.08,205,75,25,5.27,0.39,3.16,0.49,2.62,0.71,0.8,0.0,0.79,19
jussier formiga,5.42,125,67,34,1.38,0.38,2.23,0.65,1.95,0.39,0.86,0.6,0.79,29
claudio silva,5.92,170,71,37,2.8,0.51,2.17,0.45,3.32,0.33,0.5,2.1,0.93,15
henrique da silva,6.25,205,76,30,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,0.74,19
alex da silva,5.67,155,73,23,1.08,0.43,1.47,0.44,2.59,0.57,0.66,0.0,0.91,23
nicolas dalby,5.92,170,74,34,3.03,0.38,2.91,0.56,1.8,0.45,0.58,0.0,0.82,22
paul daley,5.75,170,76,36,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,0.7,44
aisling daly,5.17,115,64,31,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,0.73,22
rodrigo damm,5.58,155,71,39,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,0.57,21
cindy dandois,5.58,135,68,34,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,0.73,11
jarjis danho,6.25,265,74,36,3.39,0.48,5.77,0.47,0.57,0.2,1.0,0.0,0.75,8
mac danzig,5.67,155,70,39,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,0.63,35
karen darabedyan,5.58,155,68,32,3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,0.69,13
beneil dariush,5.83,155,72,30,3.91,0.48,2.68,0.6,1.59,0.31,0.8,0.8,0.76,21
kyle daukaus,6.25,185,76,26,4.53,0.67,1.6,0.41,2.0,0.4,0.9,4.0,1.0,6
marcus davis,5.83,170,70,46,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,0.69,29
lc davis,5.67,135,69,38,2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,0.81,21
phil davis,6.17,205,79,35,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,0.81,16
alexis davis,5.5,125,68,35,4.27,0.46,4.18,0.55,0.74,0.33,0.32,0.8,0.66,29
brandon davis,5.83,135,72,29,4.65,0.35,4.33,0.6,0.71,0.45,0.56,0.1,0.56,18
mike davis,6.0,155,72,27,5.87,0.54,6.36,0.54,0.77,0.33,0.66,0.0,0.8,10
hakeem dawodu,5.67,145,73,28,5.83,0.48,2.37,0.59,0.0,0.0,0.88,0.0,0.83,12
grant dawson,5.83,145,72,25,3.76,0.46,2.51,0.45,5.23,0.45,0.5,2.1,0.93,15
jason day,6.0,185,72,38,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,0.61,31
martin day,5.83,135,73,30,5.6,0.49,3.2,0.59,1.0,0.66,0.85,1.0,0.73,11
yorgan de castro,6.0,250,74,32,3.58,0.53,1.4,0.43,0.0,0.0,0.75,0.0,1.0,6
geraldo de freitas,5.58,135,72,28,2.97,0.47,2.3,0.49,4.0,0.5,0.6,0.0,0.71,17
philip de fries,6.42,250,82,33,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,0.75,12
chris de la rocha,6.25,250,80,40,4.08,0.45,6.37,0.43,2.02,0.3,0.33,1.0,0.62,8
montana de la rosa,5.58,125,68,24,2.49,0.31,3.28,0.47,2.69,0.33,0.5,2.3,0.67,15
mark de la rosa,5.5,135,65,25,3.05,0.36,4.04,0.53,0.77,0.17,0.42,0.3,0.79,14
mike de la torre,5.92,145,71,33,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,0.67,21
rodrigo de lima,5.58,155,75,28,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,0.67,12
jorge de oliveira,5.67,155,71,39,1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,0.78,9
germaine de randamie,5.75,135,71,35,2.99,0.46,1.91,0.67,0.0,0.0,0.8,0.1,0.75,12
tom deblass,6.0,185,75,37,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,0.78,9
shane del rosario,6.33,250,79,36,3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,0.85,13
rolando delgado,6.25,155,77,37,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,0.65,17
roland delorme,5.75,135,71,35,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,0.69,13
jon delos reyes,5.5,125,67,32,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,0.62,13
chris dempsey,5.83,185,72,32,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,0.73,15
jason dent,5.83,155,71,39,2.01,0.39,3.7,0.62,0.0,0.0,0.26,1.4,0.64,33
mackenzie dern,5.33,115,63,26,3.24,0.32,4.07,0.64,0.46,0.08,0.0,0.9,0.88,8
tony desouza,6.0,170,70,45,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,0.71,14
alessio di chirico,6.0,185,74,29,3.2,0.42,3.22,0.62,1.95,0.5,0.83,0.0,0.75,16
micol di segni,5.25,115,60,31,7.47,0.4,5.87,0.33,0.0,0.0,0.37,0.0,0.78,9
cyrille diabate,6.5,205,81,46,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,0.61,33
marc diakiese,5.83,155,73,26,2.86,0.37,2.41,0.58,2.5,0.4,0.64,0.0,0.82,17
tyler diamond,5.58,145,69,28,3.4,0.47,2.53,0.44,3.0,0.75,0.7,0.0,0.82,11
hacran dias,5.67,155,69,35,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0.77,30
nick diaz,6.08,185,76,36,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1.0,0.74,35
nate diaz,6.0,170,76,34,4.71,0.45,3.61,0.54,1.25,0.31,0.42,1.5,0.66,32
seth dikun,5.83,135,69,39,1.45,0.26,2.18,0.55,0.0,0.0,0.45,0.9,0.64,11
tj dillashaw,5.5,125,67,33,5.37,0.41,3.03,0.65,1.68,0.37,0.86,1.0,0.81,21
rico disciullo,5.67,135,71,33,1.71,0.33,4.41,0.56,0.0,0.0,0.0,0.0,0.9,10
russell doane,5.58,135,70,33,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,0.65,23
drew dober,5.67,155,70,31,4.44,0.39,4.14,0.53,0.96,0.17,0.62,0.1,0.7,30
shana dobson,5.5,125,69,30,3.56,0.33,5.31,0.53,0.4,0.25,0.0,0.0,0.5,6
john dodson,5.25,135,66,35,3.28,0.4,3.55,0.61,0.8,0.28,0.81,0.0,0.66,32
joe doerksen,6.0,185,75,42,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,0.75,63
cb dollaway,6.17,185,76,36,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,0.64,28
cody donovan,6.25,205,74,38,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,0.62,13
rafael dos anjos,5.67,170,70,34,3.57,0.45,3.28,0.62,1.89,0.39,0.6,0.7,0.71,41
junior dos santos,6.33,238,77,35,4.76,0.48,3.09,0.58,0.33,0.55,0.8,0.1,0.78,27
antonio dos santos,5.83,185,72,31,5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,0.67,9
anderson dos santos,5.42,135,70,34,2.7,0.26,5.23,0.56,1.0,0.2,0.8,0.5,0.71,28
tiago trator,5.75,145,70,32,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,0.71,28
danny downes,6.0,155,72,33,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,0.73,11
tomasz drwal,6.08,205,76,37,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,0.79,24
robert drysdale,6.25,205,78,38,0.0,0.0,0.0,0.0,7.32,1.0,0.0,21.9,1.0,6
milana dudieva,5.25,135,61,30,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,0.69,16
todd duffee,6.25,260,78,33,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,0.75,12
joe duffy,5.83,155,73,31,2.56,0.33,3.63,0.54,0.75,0.6,0.64,0.8,0.8,20
alexis dufresne,5.75,135,68,29,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,0.56,9
jessamyn duke,5.92,135,73,33,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,0.5,6
evan dunham,5.83,155,70,37,5.35,0.39,3.54,0.61,1.83,0.33,0.8,1.0,0.67,27
tom duquesnoy,5.58,135,68,26,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,0.89,18
reuben duran,5.58,135,69,36,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,0.57,14
luiz dutra,5.92,170,71,37,3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,0.69,16
rilley dutro,5.67,125,70,32,4.74,0.54,5.95,0.33,0.0,0.0,0.83,0.0,0.82,17
merab dvalishvili,5.5,135,68,28,3.75,0.37,2.2,0.55,6.75,0.43,0.8,0.0,0.69,13
matt dwyer,6.33,170,76,29,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,0.67,12
rolando dy,5.67,145,69,29,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,0.53,17
cody east,6.25,245,74,31,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,0.8,15
marvin eastman,5.75,185,73,48,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,0.53,32
mike easton,5.5,135,70,35,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,0.72,18
brian ebersole,6.0,170,73,38,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0.74,69
mark eddiva,5.67,145,68,33,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,0.67,9
frankie edgar,5.5,145,68,38,3.6,0.39,2.39,0.69,2.36,0.31,0.65,0.3,0.73,30
abdul-kerim edilov,6.17,205,78,27,10.22,0.61,0.13,0.92,3.98,1.0,0.0,2.0,0.81,21
johnny eduardo,5.58,135,71,41,2.89,0.38,3.34,0.63,0.0,0.0,0.62,0.5,0.7,40
yves edwards,5.75,155,73,43,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,0.65,65
justin edwards,5.83,155,70,36,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,0.64,14
leon edwards,6.17,170,74,28,2.53,0.47,2.05,0.55,1.39,0.31,0.7,0.4,0.86,21
te edwards,5.67,155,72,29,1.5,0.41,4.15,0.44,0.72,1.0,0.44,0.0,0.67,9
darren elkins,5.83,145,71,35,3.27,0.36,2.8,0.53,2.52,0.35,0.58,1.3,0.76,33
jake ellenberger,5.75,170,71,34,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.67,46
joe ellenberger,5.75,155,72,34,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,0.88,17
tim elliott,5.58,135,66,32,3.53,0.46,2.3,0.62,4.28,0.63,0.51,1.4,0.62,26
lisa ellis,5.33,115,62,36,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,0.6,25
anna elmose,5.25,115,65,35,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,0.6,5
ramazan emeev,5.83,170,76,32,2.51,0.47,1.4,0.7,2.0,0.33,0.8,0.3,0.86,21
fedor emelianenko,6.0,230,74,43,3.18,0.51,1.0,0.63,2.0,0.63,0.82,1.9,0.89,38
rob emerson,5.75,155,70,38,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,0.52,21
jamall emmers,5.83,145,74,30,8.27,0.68,8.76,0.44,0.0,0.0,1.0,0.0,0.81,16
josh emmett,5.5,145,70,34,3.63,0.36,3.26,0.67,1.5,0.45,0.5,0.2,0.88,17
oliver enkamp,6.0,170,77,28,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,0.78,9
alex enlund,5.83,145,73,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,16
ian entwistle,5.42,135,64,32,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,0.75,12
andy enz,6.25,185,78,28,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,0.73,11
konstantin erokhin,5.92,230,73,36,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,0.75,12
julian erosa,6.08,145,74,30,4.18,0.45,5.04,0.5,0.83,0.6,0.58,0.8,0.71,31
cole escovedo,5.58,135,72,38,1.82,0.45,4.85,0.45,0.55,0.4,0.1,0.0,0.68,25
efrain escudero,5.75,155,70,33,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,0.69,36
carla esparza,5.08,115,63,32,2.22,0.4,2.86,0.53,3.53,0.36,0.48,0.3,0.73,22
juan espino,6.33,250,82,39,6.11,0.95,1.11,0.33,8.33,1.0,0.0,8.3,0.91,11
jordan espinosa,5.5,125,69,29,4.52,0.58,3.18,0.55,0.92,0.2,1.0,0.5,0.7,20
jodie esquibel,5.08,115,64,33,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,0.5,12
terry etim,6.08,155,73,33,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,0.75,20
sijara eubanks,5.33,135,67,34,4.77,0.39,3.42,0.58,2.0,0.44,0.63,0.0,0.56,9
billy evangelista,5.67,155,68,39,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2,0.85,13
rashad evans,6.0,205,75,40,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,0.73,33
ashlee evans-smith,5.67,125,67,32,4.86,0.35,4.39,0.57,1.3,0.25,0.72,0.0,0.6,10
tonya evinger,5.58,135,70,38,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,0.7,27
movsar evloev,5.58,145,72,25,3.33,0.64,1.73,0.55,5.0,0.31,1.0,0.0,1.0,11
andre ewell,5.67,135,75,31,3.32,0.39,3.83,0.54,0.26,0.5,0.61,0.0,0.71,21
jessica eye,5.5,125,66,33,3.51,0.36,3.36,0.6,0.51,0.5,0.56,0.7,0.67,21
urijah faber,5.5,135,67,40,2.68,0.41,2.52,0.64,1.59,0.31,0.6,0.9,0.78,45
melinda fabian,5.5,125,66,32,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,0.4,10
wagnney fabiano,5.5,145,69,44,1.19,0.38,0.66,0.7,3.44,0.64,1.0,0.4,0.82,17
bartosz fabinski,6.0,170,75,33,2.22,0.7,1.35,0.53,7.17,0.7,0.8,0.0,0.82,17
zarah fairn,5.67,145,72,32,0.51,0.4,2.53,0.44,0.0,0.0,0.5,0.0,0.67,9
rico farrington,6.33,170,79,30,6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,0.78,9
kelly faszholz,5.67,135,67,34,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,0.6,5
paul felder,5.92,155,70,35,3.55,0.43,3.17,0.5,0.29,0.27,0.59,0.3,0.81,21
tony ferguson,5.92,155,76,35,5.81,0.45,3.75,0.63,0.56,0.42,0.75,1.4,0.9,29
josh ferguson,5.42,125,66,31,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,0.58,12
cezar ferreira,6.08,185,78,34,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,0.64,22
diego ferreira,5.75,155,74,34,5.19,0.36,3.1,0.61,0.57,0.2,0.7,0.9,0.89,18
drew fickett,5.83,155,70,39,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,0.72,57
deiveson figueiredo,5.42,125,68,31,2.44,0.52,2.4,0.53,1.78,0.47,0.59,2.4,0.94,18
edwin figueroa,5.58,135,69,35,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,0.69,13
andre fili,5.92,145,74,29,4.08,0.37,3.86,0.53,2.44,0.46,0.69,0.2,0.77,26
mirko cro cop,6.17,230,73,45,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,0.7,44
luigi fioravanti,5.67,170,70,38,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,0.67,33
spencer fisher,5.58,155,70,43,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0.74,34
chris fishgold,5.67,145,68,27,2.53,0.31,2.53,0.53,4.55,0.5,0.33,1.5,0.82,22
jon fitch,6.0,170,76,41,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,0.82,33
rafael fiziev,5.67,155,71,26,0.7,1.0,6.98,0.16,0.0,0.0,0.0,0.0,0.86,7
colin fletcher,6.17,155,78,36,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,0.75,12
kenny florian,5.83,145,74,43,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,0.7,20
caros fodor,5.75,155,76,35,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,0.7,10
rob font,5.67,135,71,32,4.94,0.4,3.88,0.63,1.29,0.33,0.3,0.9,0.8,20
jesse forbes,6.17,185,75,35,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,0.75,20
renee forte,5.58,155,71,32,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,0.67,12
marcel fortuna,6.08,205,74,34,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,0.75,12
brian foster,5.75,170,71,35,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,0.78,23
hermes franca,5.5,155,71,45,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,0.65,34
glaico franca,6.0,155,77,28,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,0.74,19
john franchi,5.5,145,67,37,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,0.75,8
rich franklin,6.08,185,75,45,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0.81,36
justin frazier,6.0,265,75,30,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,0.79,14
matt frevola,5.75,155,71,29,3.19,0.39,3.47,0.6,3.3,0.4,0.75,1.4,0.8,10
sarah frota,5.5,125,69,32,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,0.82,11
riki fukuda,6.0,185,73,38,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,0.73,26
masio fullen,5.83,145,70,33,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,0.62,16
ricardo funch,5.83,170,76,39,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,0.67,12
claudia gadelha,5.33,115,63,30,3.17,0.42,4.38,0.58,3.34,0.47,0.58,0.8,0.81,21
justin gaethje,5.92,155,70,30,8.57,0.55,9.67,0.54,0.0,0.0,0.8,0.0,0.91,23
sheila gaff,5.42,135,62,29,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,0.59,17
mitch gagnon,5.42,135,65,35,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,0.71,17
mickey gall,6.17,170,74,27,2.22,0.43,3.22,0.43,1.5,0.38,0.44,2.7,0.75,8
tom gallicchio,5.83,170,73,33,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,0.63,30
manvel gamburyan,5.42,135,67,38,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,0.62,29
ciryl gane,6.33,245,81,29,3.57,0.68,1.67,0.82,0.0,0.0,1.0,3.6,1.0,4
eduardo garagorri,5.75,145,70,30,4.33,0.56,2.13,0.54,1.0,1.0,0.6,0.0,1.0,13
cody garbrandt,5.67,135,65,28,3.53,0.37,3.53,0.64,0.94,0.33,1.0,0.0,0.79,14
leonard garcia,5.83,145,69,40,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,0.61,31
edgar garcia,5.83,170,71,35,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,0.74,19
alex garcia,5.75,170,72,32,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,0.71,21
steve garcia,6.0,135,75,27,8.89,0.55,3.66,0.37,0.0,0.0,1.0,0.0,0.75,12
elias garcia,5.42,125,67,27,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,0.75,8
pablo garza,6.08,145,73,36,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,0.76,17
azamat gashimov,5.5,125,66,29,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,0.77,13
kelvin gastelum,5.75,185,71,28,3.83,0.43,3.06,0.6,0.79,0.37,0.62,0.2,0.8,20
willie gates,5.67,125,70,32,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,0.63,19
louis gaudinot,5.25,125,63,35,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,0.6,10
chad george,5.5,135,68,37,1.26,0.5,1.11,0.65,3.08,0.46,0.0,1.3,0.68,19
karine gevorgyan,5.33,125,63,30,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,0.5,6
christos giagos,5.83,155,71,29,3.05,0.4,2.73,0.49,2.74,0.42,0.5,0.4,0.68,25
joe giannetti,6.0,155,74,24,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,0.88,8
cody gibson,5.83,135,71,32,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,0.67,18
thomas gifford,6.08,155,75,27,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,0.65,26
